pair,timestamp,score,gross_r,net_r,exit_reason
GBP/USD,2020-01-14T07:15:00+00:00,69.07,-1.0,-1.039,stop_loss
USD/CAD,2020-01-14T07:30:00+00:00,62.57,-0.4378,-0.4947,time_exit
USD/CHF,2020-01-14T08:00:00+00:00,64.12,1.5,1.406,take_profit
USD/CHF,2020-01-14T09:00:00+00:00,68.66,0.7771,0.7357,time_exit
USD/JPY,2020-01-14T09:00:00+00:00,75.13,0.9902,0.973,time_exit
EUR/USD,2020-01-14T10:00:00+00:00,65.89,-1.0,-1.0453,stop_loss
GBP/USD,2020-01-14T12:15:00+00:00,69.01,-1.0,-1.0524,stop_loss
EUR/USD,2020-01-14T12:45:00+00:00,67.71,-1.0,-1.0137,stop_loss
EUR/USD,2020-01-14T13:15:00+00:00,68.69,-0.619,-0.6376,time_exit
AUD/USD,2020-01-14T15:00:00+00:00,60.38,1.5,1.367,take_profit
GBP/USD,2020-01-14T15:00:00+00:00,66.85,-1.0,-1.047,stop_loss
USD/CAD,2020-01-14T17:00:00+00:00,64.93,-1.0,-1.0981,stop_loss
GBP/USD,2020-01-14T17:30:00+00:00,63.76,0.0529,0.0192,time_exit
USD/CAD,2020-01-14T18:15:00+00:00,61.55,1.5,1.377,take_profit
USD/CHF,2020-01-14T18:15:00+00:00,68.88,0.0634,0.0358,time_exit
USD/JPY,2020-01-14T18:15:00+00:00,77.78,-1.0,-1.0384,stop_loss
USD/JPY,2020-01-14T19:30:00+00:00,72.41,-1.0,-1.0104,stop_loss
USD/CAD,2020-01-14T20:45:00+00:00,65.75,-0.2636,-0.3326,time_exit
EUR/USD,2020-01-14T22:30:00+00:00,60.07,-1.0,-1.1114,stop_loss
EUR/USD,2020-01-15T04:15:00+00:00,60.0,-1.0,-1.0503,stop_loss
USD/CHF,2020-01-15T07:00:00+00:00,60.24,-1.0,-1.2217,stop_loss
USD/CHF,2020-01-15T07:45:00+00:00,60.92,-1.0,-1.1751,stop_loss
AUD/USD,2020-01-15T08:15:00+00:00,66.24,-1.0,-1.0464,stop_loss
EUR/USD,2020-01-15T08:15:00+00:00,64.27,1.5,1.4702,take_profit
GBP/USD,2020-01-15T08:15:00+00:00,63.18,-1.0,-1.0916,stop_loss
USD/CHF,2020-01-15T08:15:00+00:00,74.91,1.5,1.4451,take_profit
USD/CAD,2020-01-15T09:30:00+00:00,62.95,-1.0,-1.0547,stop_loss
USD/JPY,2020-01-15T09:30:00+00:00,67.03,-1.0,-1.0381,stop_loss
GBP/USD,2020-01-15T10:00:00+00:00,64.93,1.5,1.4394,take_profit
EUR/USD,2020-01-15T11:00:00+00:00,72.59,0.0379,0.0266,time_exit
USD/CHF,2020-01-15T11:15:00+00:00,68.66,0.3673,0.339,time_exit
USD/JPY,2020-01-15T15:00:00+00:00,76.64,-0.0499,-0.0641,time_exit
USD/CAD,2020-01-15T15:45:00+00:00,64.37,-1.0,-1.0769,stop_loss
AUD/USD,2020-01-15T16:00:00+00:00,63.47,-1.0,-1.0908,stop_loss
GBP/USD,2020-01-15T18:15:00+00:00,63.46,-1.0,-1.0645,stop_loss
EUR/USD,2020-01-15T20:30:00+00:00,76.69,0.0261,0.013,time_exit
USD/CHF,2020-01-15T20:30:00+00:00,71.73,-0.7363,-0.8107,time_exit
USD/JPY,2020-01-16T00:15:00+00:00,72.76,0.4421,0.4089,time_exit
EUR/USD,2020-01-16T06:45:00+00:00,61.93,-1.0,-1.1152,stop_loss
EUR/USD,2020-01-16T07:30:00+00:00,68.02,1.5,1.4536,take_profit
EUR/USD,2020-01-16T08:15:00+00:00,70.87,1.5,1.4909,take_profit
USD/CHF,2020-01-16T08:15:00+00:00,60.57,-1.0,-1.0446,stop_loss
GBP/USD,2020-01-16T09:00:00+00:00,61.8,-1.0,-1.066,stop_loss
USD/JPY,2020-01-16T09:30:00+00:00,74.11,-1.0,-1.0353,stop_loss
EUR/USD,2020-01-16T12:45:00+00:00,73.78,-1.0,-1.037,stop_loss
AUD/USD,2020-01-16T13:30:00+00:00,71.29,-1.0,-1.0717,stop_loss
USD/JPY,2020-01-16T13:30:00+00:00,73.54,1.5,1.4727,take_profit
USD/JPY,2020-01-16T14:45:00+00:00,75.21,0.9858,0.9719,time_exit
EUR/USD,2020-01-16T15:00:00+00:00,62.44,-0.1946,-0.2154,time_exit
USD/CAD,2020-01-16T15:00:00+00:00,62.85,0.6967,0.6295,time_exit
GBP/USD,2020-01-16T16:00:00+00:00,65.71,-0.3154,-0.3636,time_exit
USD/CHF,2020-01-16T16:30:00+00:00,62.9,0.0942,0.0094,time_exit
USD/JPY,2020-01-17T00:00:00+00:00,76.66,1.5,1.4578,take_profit
USD/JPY,2020-01-17T00:15:00+00:00,75.9,1.5,1.4556,take_profit
USD/JPY,2020-01-17T01:00:00+00:00,79.42,-0.5489,-0.5666,time_exit
AUD/USD,2020-01-17T04:00:00+00:00,65.94,-1.0,-1.0793,stop_loss
GBP/USD,2020-01-17T09:00:00+00:00,68.74,-1.0,-1.0401,stop_loss
GBP/USD,2020-01-17T09:45:00+00:00,65.03,-1.0,-1.0188,stop_loss
USD/JPY,2020-01-17T10:15:00+00:00,72.1,1.5,1.4603,take_profit
EUR/USD,2020-01-17T10:30:00+00:00,66.27,-1.0,-1.0497,stop_loss
USD/CHF,2020-01-17T10:30:00+00:00,60.72,-1.0,-1.1372,stop_loss
AUD/USD,2020-01-17T10:45:00+00:00,62.26,1.5,1.4193,take_profit
EUR/USD,2020-01-17T11:15:00+00:00,71.04,0.5745,0.5679,time_exit
USD/CHF,2020-01-17T11:15:00+00:00,60.31,1.5,1.3884,take_profit
GBP/USD,2020-01-17T12:15:00+00:00,60.58,-1.0,-1.0512,stop_loss
USD/CHF,2020-01-17T13:45:00+00:00,67.94,-0.2654,-0.2923,time_exit
USD/JPY,2020-01-17T14:00:00+00:00,76.68,-1.0,-1.0191,stop_loss
AUD/USD,2020-01-17T14:15:00+00:00,64.89,0.4206,0.3807,time_exit
USD/CAD,2020-01-17T15:00:00+00:00,67.69,0.127,0.0847,time_exit
USD/JPY,2020-01-17T15:15:00+00:00,74.8,0.5979,0.5707,time_exit
GBP/USD,2020-01-17T15:45:00+00:00,70.59,-1.0,-1.0413,stop_loss
EUR/USD,2020-01-17T20:30:00+00:00,72.22,-0.3194,-0.3354,time_exit
GBP/USD,2020-01-17T21:15:00+00:00,64.02,0.5942,0.5424,time_exit
USD/CAD,2020-01-20T00:15:00+00:00,62.26,-1.0,-1.1491,stop_loss
USD/JPY,2020-01-20T00:30:00+00:00,77.83,-0.2596,-0.2758,time_exit
GBP/USD,2020-01-20T06:30:00+00:00,60.07,1.5,1.41,take_profit
EUR/USD,2020-01-20T07:15:00+00:00,72.06,1.5,1.4462,take_profit
EUR/USD,2020-01-20T08:15:00+00:00,74.72,1.5,1.4749,take_profit
GBP/USD,2020-01-20T08:15:00+00:00,71.08,-1.0,-1.0298,stop_loss
AUD/USD,2020-01-20T09:15:00+00:00,62.12,-1.0,-1.0893,stop_loss
EUR/USD,2020-01-20T09:15:00+00:00,76.23,0.0913,0.0752,time_exit
USD/JPY,2020-01-20T09:45:00+00:00,69.9,0.3032,0.2527,time_exit
AUD/USD,2020-01-20T11:00:00+00:00,64.42,-0.2839,-0.3226,time_exit
GBP/USD,2020-01-20T14:15:00+00:00,68.75,-1.0,-1.0655,stop_loss
USD/CHF,2020-01-20T16:00:00+00:00,61.19,1.5,1.3636,take_profit
EUR/USD,2020-01-20T18:30:00+00:00,76.05,-1.0,-1.0203,stop_loss
EUR/USD,2020-01-20T21:15:00+00:00,64.77,1.5,1.4312,take_profit
EUR/USD,2020-01-21T00:45:00+00:00,68.96,-1.0,-1.0503,stop_loss
AUD/USD,2020-01-21T01:30:00+00:00,65.12,0.1042,0.0645,time_exit
USD/JPY,2020-01-21T02:00:00+00:00,61.85,-1.0,-1.0135,stop_loss
EUR/USD,2020-01-21T04:15:00+00:00,66.69,1.5,1.4235,take_profit
USD/JPY,2020-01-21T06:00:00+00:00,66.25,-1.0,-1.0312,stop_loss
USD/JPY,2020-01-21T07:00:00+00:00,67.83,1.5,1.4701,take_profit
USD/CAD,2020-01-21T08:00:00+00:00,63.33,-1.0,-1.0414,stop_loss
EUR/USD,2020-01-21T08:15:00+00:00,73.59,-1.0,-1.0205,stop_loss
GBP/USD,2020-01-21T09:30:00+00:00,65.05,0.3774,0.354,time_exit
AUD/USD,2020-01-21T10:45:00+00:00,67.87,-1.0,-1.0843,stop_loss
EUR/USD,2020-01-21T10:45:00+00:00,69.77,-1.0,-1.0264,stop_loss
USD/CHF,2020-01-21T11:00:00+00:00,63.29,-1.0,-1.0797,stop_loss
USD/JPY,2020-01-21T11:15:00+00:00,65.98,1.5,1.4872,take_profit
AUD/USD,2020-01-21T12:30:00+00:00,68.19,-1.0,-1.1123,stop_loss
EUR/USD,2020-01-21T13:15:00+00:00,69.92,-1.0,-1.0105,stop_loss
USD/CHF,2020-01-21T13:30:00+00:00,65.88,-0.7777,-0.8137,time_exit
AUD/USD,2020-01-21T13:45:00+00:00,65.2,1.5,1.3957,take_profit
USD/CAD,2020-01-21T15:15:00+00:00,70.69,0.5369,0.4807,time_exit
AUD/USD,2020-01-21T15:30:00+00:00,68.73,0.4477,0.4097,time_exit
EUR/USD,2020-01-21T15:30:00+00:00,75.08,0.3552,0.3512,time_exit
USD/JPY,2020-01-21T19:00:00+00:00,60.49,1.5,1.4629,take_profit
USD/CAD,2020-01-22T00:30:00+00:00,62.59,-0.5537,-0.6575,time_exit
AUD/USD,2020-01-22T00:45:00+00:00,71.99,-0.4121,-0.476,time_exit
EUR/USD,2020-01-22T00:45:00+00:00,74.65,-0.3605,-0.3836,time_exit
USD/JPY,2020-01-22T03:00:00+00:00,61.69,0.7152,0.7026,time_exit
USD/CHF,2020-01-22T08:00:00+00:00,69.06,-1.0,-1.0544,stop_loss
GBP/USD,2020-01-22T09:45:00+00:00,62.23,-1.0,-1.0582,stop_loss
EUR/USD,2020-01-22T10:45:00+00:00,69.7,-1.0,-1.0245,stop_loss
AUD/USD,2020-01-22T11:30:00+00:00,61.42,-1.0,-1.1548,stop_loss
GBP/USD,2020-01-22T11:30:00+00:00,64.61,-1.0,-1.0561,stop_loss
GBP/USD,2020-01-22T12:15:00+00:00,61.21,0.2653,0.2541,time_exit
AUD/USD,2020-01-22T13:45:00+00:00,60.9,-1.0,-1.1357,stop_loss
USD/JPY,2020-01-22T14:15:00+00:00,68.03,-1.0,-1.0548,stop_loss
AUD/USD,2020-01-22T14:30:00+00:00,68.79,0.1135,0.0473,time_exit
EUR/USD,2020-01-22T14:30:00+00:00,75.95,-1.0,-1.0076,stop_loss
USD/CHF,2020-01-22T14:45:00+00:00,60.04,-1.0,-1.0872,stop_loss
USD/CHF,2020-01-22T19:00:00+00:00,60.21,-1.0,-1.1179,stop_loss
GBP/USD,2020-01-22T21:30:00+00:00,65.16,-0.7825,-0.8409,time_exit
USD/JPY,2020-01-22T23:45:00+00:00,60.01,-1.0,-1.0469,stop_loss
EUR/USD,2020-01-23T01:00:00+00:00,71.32,0.3481,0.3144,time_exit
USD/JPY,2020-01-23T01:00:00+00:00,63.92,0.2516,0.245,time_exit
USD/CAD,2020-01-23T03:00:00+00:00,66.77,-0.1394,-0.1781,time_exit
GBP/USD,2020-01-23T06:45:00+00:00,62.51,-1.0,-1.0647,stop_loss
USD/JPY,2020-01-23T10:15:00+00:00,78.4,-1.0,-1.0124,stop_loss
EUR/USD,2020-01-23T10:45:00+00:00,65.4,-1.0,-1.0307,stop_loss
USD/JPY,2020-01-23T12:15:00+00:00,75.0,1.5,1.4517,take_profit
USD/CAD,2020-01-23T12:45:00+00:00,69.94,-1.0,-1.1038,stop_loss
USD/CHF,2020-01-23T13:30:00+00:00,71.44,-1.0,-1.0312,stop_loss
EUR/USD,2020-01-23T13:45:00+00:00,73.0,1.5,1.4801,take_profit
AUD/USD,2020-01-23T14:00:00+00:00,62.36,-1.0,-1.1006,stop_loss
EUR/USD,2020-01-23T14:30:00+00:00,65.6,0.3238,0.3214,time_exit
USD/JPY,2020-01-23T14:30:00+00:00,67.98,-0.6378,-0.6413,time_exit
GBP/USD,2020-01-23T15:45:00+00:00,71.56,-1.0,-1.0171,stop_loss
USD/CAD,2020-01-23T16:00:00+00:00,70.19,-1.0,-1.0768,stop_loss
GBP/USD,2020-01-23T17:15:00+00:00,67.58,0.153,0.1433,time_exit
USD/CAD,2020-01-23T18:30:00+00:00,67.61,-1.0,-1.0823,stop_loss
AUD/USD,2020-01-23T20:30:00+00:00,62.71,-0.5587,-0.6776,time_exit
USD/CAD,2020-01-23T20:45:00+00:00,61.85,-0.0479,-0.0779,time_exit
EUR/USD,2020-01-23T23:45:00+00:00,67.59,0.3606,0.3278,time_exit
USD/JPY,2020-01-24T00:15:00+00:00,72.68,-1.0,-1.0279,stop_loss
EUR/USD,2020-01-24T06:30:00+00:00,70.5,-1.0,-1.0433,stop_loss
EUR/USD,2020-01-24T08:45:00+00:00,78.12,1.5,1.4415,take_profit
USD/JPY,2020-01-24T09:30:00+00:00,73.44,1.5,1.4605,take_profit
EUR/USD,2020-01-24T10:00:00+00:00,75.91,0.2274,0.2203,time_exit
USD/JPY,2020-01-24T10:15:00+00:00,73.68,1.5,1.4682,take_profit
USD/JPY,2020-01-24T15:15:00+00:00,71.23,1.5,1.4942,take_profit
EUR/USD,2020-01-24T19:15:00+00:00,74.62,0.2896,0.2607,time_exit
EUR/USD,2020-01-27T04:30:00+00:00,71.15,-1.0,-1.0376,stop_loss
EUR/USD,2020-01-27T08:00:00+00:00,70.17,-1.0,-1.0457,stop_loss
AUD/USD,2020-01-27T08:15:00+00:00,70.24,1.5,1.45,take_profit
USD/JPY,2020-01-27T08:45:00+00:00,76.09,1.5,1.4682,take_profit
EUR/USD,2020-01-27T09:00:00+00:00,72.68,0.5817,0.5503,time_exit
USD/JPY,2020-01-27T09:30:00+00:00,77.9,-0.5315,-0.5351,time_exit
USD/CAD,2020-01-27T10:15:00+00:00,73.11,-0.3121,-0.34,time_exit
AUD/USD,2020-01-27T17:00:00+00:00,70.3,0.2108,0.1784,time_exit
EUR/USD,2020-01-27T18:15:00+00:00,79.37,-1.0,-1.012,stop_loss
USD/JPY,2020-01-27T18:45:00+00:00,74.95,1.5,1.4802,take_profit
USD/JPY,2020-01-28T01:00:00+00:00,73.09,-1.0,-1.0366,stop_loss
AUD/USD,2020-01-28T02:15:00+00:00,70.73,-1.0,-1.0877,stop_loss
USD/JPY,2020-01-28T02:15:00+00:00,72.3,-1.0,-1.0278,stop_loss
EUR/USD,2020-01-28T07:30:00+00:00,72.05,-1.0,-1.0674,stop_loss
USD/JPY,2020-01-28T08:00:00+00:00,75.94,1.5,1.468,take_profit
AUD/USD,2020-01-28T08:15:00+00:00,73.21,-0.0393,-0.0918,time_exit
EUR/USD,2020-01-28T08:15:00+00:00,74.81,1.5,1.4486,take_profit
USD/JPY,2020-01-28T08:45:00+00:00,78.81,-1.0,-1.0104,stop_loss
EUR/USD,2020-01-28T12:00:00+00:00,75.23,-0.8642,-0.87,time_exit
GBP/USD,2020-01-28T16:00:00+00:00,79.48,-1.0,-1.0166,stop_loss
AUD/USD,2020-01-28T17:30:00+00:00,75.49,-1.0,-1.0727,stop_loss
EUR/USD,2020-01-29T01:00:00+00:00,72.14,1.5,1.4771,take_profit
EUR/USD,2020-01-29T03:30:00+00:00,71.93,1.0629,1.0483,time_exit
USD/CHF,2020-01-29T11:00:00+00:00,70.23,-1.0,-1.0452,stop_loss
EUR/USD,2020-01-29T12:45:00+00:00,78.23,-1.0,-1.0286,stop_loss
GBP/USD,2020-01-29T13:00:00+00:00,73.16,-0.2577,-0.3072,time_exit
USD/CAD,2020-01-29T13:45:00+00:00,77.9,0.3336,0.2868,time_exit
EUR/USD,2020-01-29T15:45:00+00:00,75.26,-1.0,-1.0235,stop_loss
AUD/USD,2020-01-29T16:45:00+00:00,70.77,-1.0,-1.1151,stop_loss
USD/JPY,2020-01-29T19:45:00+00:00,74.15,0.5373,0.5205,time_exit
EUR/USD,2020-01-29T20:30:00+00:00,72.26,-1.0,-1.0236,stop_loss
AUD/USD,2020-01-30T01:15:00+00:00,71.73,0.4733,0.4292,time_exit
USD/JPY,2020-01-30T05:00:00+00:00,77.2,-0.0985,-0.1254,time_exit
AUD/USD,2020-01-30T10:30:00+00:00,74.48,1.5,1.405,take_profit
USD/JPY,2020-01-30T14:15:00+00:00,77.04,-1.0,-1.0216,stop_loss
USD/JPY,2020-01-30T14:45:00+00:00,77.12,1.5,1.4806,take_profit
USD/JPY,2020-01-30T15:45:00+00:00,74.84,-0.9433,-0.9489,time_exit
USD/CAD,2020-01-30T16:45:00+00:00,74.64,-1.0,-1.0699,stop_loss
USD/JPY,2020-01-31T01:00:00+00:00,70.79,-0.5589,-0.5721,time_exit
GBP/USD,2020-01-31T02:00:00+00:00,70.63,1.5,1.4684,take_profit
GBP/USD,2020-01-31T08:15:00+00:00,72.56,1.0722,1.0553,time_exit
AUD/USD,2020-01-31T09:00:00+00:00,70.36,-0.027,-0.0574,time_exit
USD/JPY,2020-01-31T14:45:00+00:00,78.62,1.5,1.491,take_profit
USD/CAD,2020-01-31T17:30:00+00:00,72.13,0.7581,0.6849,time_exit
AUD/USD,2020-01-31T18:15:00+00:00,71.31,-1.0,-1.0697,stop_loss
EUR/USD,2020-02-03T02:00:00+00:00,73.02,-1.0,-1.027,stop_loss
USD/CAD,2020-02-03T02:45:00+00:00,71.02,-1.0,-1.1359,stop_loss
USD/JPY,2020-02-03T04:15:00+00:00,71.19,-1.0,-1.0213,stop_loss
USD/CHF,2020-02-03T08:00:00+00:00,72.44,-1.0,-1.0831,stop_loss
USD/JPY,2020-02-03T08:00:00+00:00,70.2,-1.0,-1.0322,stop_loss
EUR/USD,2020-02-03T08:15:00+00:00,74.55,-1.0,-1.0346,stop_loss
USD/JPY,2020-02-03T09:00:00+00:00,70.72,-1.0,-1.0074,stop_loss
USD/CAD,2020-02-03T09:15:00+00:00,76.56,-1.0,-1.0595,stop_loss
USD/CHF,2020-02-03T09:30:00+00:00,70.8,-1.0,-1.0379,stop_loss
EUR/USD,2020-02-03T09:45:00+00:00,70.91,-1.0,-1.0396,stop_loss
EUR/USD,2020-02-03T10:30:00+00:00,70.66,-1.0,-1.036,stop_loss
USD/CAD,2020-02-03T14:30:00+00:00,72.61,1.5,1.4191,take_profit
AUD/USD,2020-02-03T17:45:00+00:00,71.34,-0.0249,-0.0698,time_exit
USD/JPY,2020-02-04T00:45:00+00:00,71.72,-1.0,-1.0249,stop_loss
USD/JPY,2020-02-04T02:00:00+00:00,71.89,-1.0,-1.0217,stop_loss
USD/CHF,2020-02-04T08:00:00+00:00,70.0,0.3818,0.3353,time_exit
USD/JPY,2020-02-04T13:00:00+00:00,70.14,-1.0,-1.0122,stop_loss
EUR/USD,2020-02-04T16:30:00+00:00,70.51,0.9529,0.9267,time_exit
EUR/USD,2020-02-05T02:00:00+00:00,71.08,-1.0,-1.0242,stop_loss
USD/JPY,2020-02-05T04:00:00+00:00,72.38,-1.0,-1.0136,stop_loss
USD/JPY,2020-02-05T08:15:00+00:00,75.38,1.5,1.4722,take_profit
USD/JPY,2020-02-05T08:45:00+00:00,76.94,0.6871,0.6797,time_exit
EUR/USD,2020-02-05T09:00:00+00:00,70.67,1.5,1.4485,take_profit
EUR/USD,2020-02-05T09:45:00+00:00,74.42,1.0539,1.0452,time_exit
GBP/USD,2020-02-05T13:30:00+00:00,70.04,1.5,1.4732,take_profit
USD/JPY,2020-02-05T18:00:00+00:00,78.14,0.9775,0.9618,time_exit
EUR/USD,2020-02-05T19:00:00+00:00,77.85,0.0837,0.0717,time_exit
USD/JPY,2020-02-06T03:15:00+00:00,73.73,1.5,1.4732,take_profit
EUR/USD,2020-02-06T04:15:00+00:00,72.21,-1.0,-1.0545,stop_loss
USD/JPY,2020-02-06T05:15:00+00:00,74.27,-1.0,-1.0216,stop_loss
EUR/USD,2020-02-06T08:15:00+00:00,74.64,-1.0,-1.0339,stop_loss
EUR/USD,2020-02-06T09:30:00+00:00,75.63,1.5,1.48,take_profit
GBP/USD,2020-02-06T09:30:00+00:00,74.59,1.5,1.4653,take_profit
USD/JPY,2020-02-06T10:45:00+00:00,75.75,1.5,1.4735,take_profit
USD/JPY,2020-02-06T12:00:00+00:00,79.43,-1.0,-1.0364,stop_loss
USD/JPY,2020-02-06T13:15:00+00:00,71.04,-1.0,-1.1221,stop_loss
USD/CAD,2020-02-06T13:30:00+00:00,70.81,1.5,1.4471,take_profit
USD/JPY,2020-02-06T14:45:00+00:00,79.25,0.2809,0.2644,time_exit
USD/CAD,2020-02-06T15:30:00+00:00,74.5,-0.3856,-0.4145,time_exit
GBP/USD,2020-02-06T16:00:00+00:00,76.22,0.1635,0.1471,time_exit
USD/CHF,2020-02-06T17:30:00+00:00,75.85,-0.1567,-0.2507,time_exit
USD/JPY,2020-02-07T01:30:00+00:00,72.33,-1.0,-1.0185,stop_loss
GBP/USD,2020-02-07T08:45:00+00:00,78.57,-1.0,-1.0276,stop_loss
EUR/USD,2020-02-07T09:00:00+00:00,71.0,0.8626,0.8439,time_exit
AUD/USD,2020-02-07T09:45:00+00:00,72.39,0.1931,0.174,time_exit
USD/JPY,2020-02-07T10:00:00+00:00,71.83,1.5,1.4748,take_profit
USD/JPY,2020-02-07T11:30:00+00:00,75.64,-1.0,-1.0061,stop_loss
USD/CHF,2020-02-07T11:45:00+00:00,74.4,-1.0,-1.0473,stop_loss
USD/CAD,2020-02-07T13:45:00+00:00,74.51,-1.0,-1.0834,stop_loss
GBP/USD,2020-02-07T15:15:00+00:00,71.78,-1.0,-1.0449,stop_loss
GBP/USD,2020-02-07T15:45:00+00:00,71.75,1.5,1.4552,take_profit
GBP/USD,2020-02-07T16:30:00+00:00,73.7,0.1629,0.1446,time_exit
AUD/USD,2020-02-07T19:00:00+00:00,71.95,-1.0,-1.0657,stop_loss
EUR/USD,2020-02-10T07:15:00+00:00,75.68,1.5,1.4627,take_profit
USD/CHF,2020-02-10T11:00:00+00:00,70.33,-1.0,-1.1208,stop_loss
EUR/USD,2020-02-10T14:00:00+00:00,73.52,0.6426,0.6269,time_exit
USD/CHF,2020-02-10T15:45:00+00:00,72.11,0.6329,0.5525,time_exit
AUD/USD,2020-02-10T16:30:00+00:00,75.95,-1.0,-1.0433,stop_loss
GBP/USD,2020-02-10T16:30:00+00:00,70.57,-0.1254,-0.1544,time_exit
USD/JPY,2020-02-11T02:30:00+00:00,73.16,-0.2799,-0.2923,time_exit
GBP/USD,2020-02-11T07:15:00+00:00,71.99,-1.0,-1.0607,stop_loss
EUR/USD,2020-02-11T08:30:00+00:00,77.84,-1.0,-1.0183,stop_loss
EUR/USD,2020-02-11T09:45:00+00:00,72.56,-1.0,-1.0495,stop_loss
EUR/USD,2020-02-11T11:30:00+00:00,72.63,1.5,1.4676,take_profit
EUR/USD,2020-02-11T13:15:00+00:00,79.06,-1.0,-1.0151,stop_loss
USD/JPY,2020-02-11T15:15:00+00:00,73.37,-1.0,-1.012,stop_loss
EUR/USD,2020-02-11T15:30:00+00:00,72.26,-1.0,-1.0291,stop_loss
USD/JPY,2020-02-12T08:45:00+00:00,72.31,-0.2434,-0.2501,time_exit
EUR/USD,2020-02-12T09:15:00+00:00,71.0,1.5,1.4716,take_profit
GBP/USD,2020-02-12T10:15:00+00:00,74.98,-1.0,-1.0241,stop_loss
EUR/USD,2020-02-12T14:15:00+00:00,77.84,1.5,1.4816,take_profit
USD/JPY,2020-02-12T18:00:00+00:00,76.63,1.5,1.4832,take_profit
USD/CHF,2020-02-12T19:30:00+00:00,71.23,-0.2105,-0.2557,time_exit
EUR/USD,2020-02-13T02:30:00+00:00,73.07,-1.0,-1.0319,stop_loss
EUR/USD,2020-02-13T09:15:00+00:00,71.6,1.5,1.4764,take_profit
EUR/USD,2020-02-13T11:30:00+00:00,77.21,1.5,1.4861,take_profit
USD/CAD,2020-02-13T13:30:00+00:00,72.01,-0.5653,-0.6003,time_exit
AUD/USD,2020-02-13T15:00:00+00:00,74.81,-1.0,-1.0518,stop_loss
USD/CHF,2020-02-13T20:00:00+00:00,71.02,1.0629,0.9529,time_exit
EUR/USD,2020-02-14T00:45:00+00:00,72.38,-1.0,-1.0333,stop_loss
GBP/USD,2020-02-14T07:45:00+00:00,73.06,-1.0,-1.0436,stop_loss
EUR/USD,2020-02-14T10:00:00+00:00,75.07,1.5,1.4678,take_profit
GBP/USD,2020-02-14T10:00:00+00:00,70.28,-1.0,-1.0181,stop_loss
EUR/USD,2020-02-14T12:15:00+00:00,76.13,-1.0,-1.0268,stop_loss
EUR/USD,2020-02-14T15:00:00+00:00,70.03,-1.0,-1.03,stop_loss
EUR/USD,2020-02-17T02:00:00+00:00,70.02,-1.0,-1.1015,stop_loss
EUR/USD,2020-02-17T09:45:00+00:00,73.89,1.5,1.474,take_profit
EUR/USD,2020-02-17T15:00:00+00:00,75.45,0.195,0.18,time_exit
EUR/USD,2020-02-18T00:15:00+00:00,70.25,0.262,0.1965,time_exit
EUR/USD,2020-02-18T09:30:00+00:00,75.52,1.5,1.4796,take_profit
EUR/USD,2020-02-18T12:45:00+00:00,75.07,0.9374,0.9332,time_exit
USD/JPY,2020-02-19T00:15:00+00:00,78.33,1.5,1.489,take_profit
USD/JPY,2020-02-19T02:30:00+00:00,71.64,1.5,1.4894,take_profit
EUR/USD,2020-02-19T17:30:00+00:00,72.55,-1.0,-1.0307,stop_loss
GBP/USD,2020-02-20T03:00:00+00:00,70.67,1.5,1.457,take_profit
EUR/USD,2020-02-20T07:00:00+00:00,78.23,-1.0,-1.0288,stop_loss
EUR/USD,2020-02-20T10:15:00+00:00,73.68,-1.0,-1.0199,stop_loss
AUD/USD,2020-02-20T20:00:00+00:00,71.46,-0.0293,-0.1099,time_exit
GBP/USD,2020-02-20T20:45:00+00:00,73.33,0.1646,0.0823,time_exit
USD/JPY,2020-02-21T08:45:00+00:00,76.72,-0.1605,-0.1647,time_exit
USD/CHF,2020-02-25T08:30:00+00:00,75.0,0.9499,0.913,time_exit
USD/CHF,2020-02-26T07:15:00+00:00,75.17,1.5,1.4439,take_profit
USD/JPY,2020-02-26T09:30:00+00:00,75.57,-1.0,-1.0131,stop_loss
EUR/USD,2020-02-26T10:45:00+00:00,75.79,-1.0,-1.0087,stop_loss
USD/JPY,2020-02-27T02:15:00+00:00,75.96,1.5,1.4865,take_profit
EUR/USD,2020-02-28T05:30:00+00:00,76.07,1.5,1.48,take_profit
EUR/USD,2020-02-28T08:30:00+00:00,77.26,-1.0,-1.0062,stop_loss
USD/JPY,2020-03-02T09:45:00+00:00,78.18,-0.1027,-0.1066,time_exit
USD/JPY,2020-03-03T03:45:00+00:00,75.23,0.5144,0.509,time_exit
GBP/USD,2020-03-03T08:15:00+00:00,75.51,-1.0,-1.0378,stop_loss
GBP/USD,2020-03-03T10:45:00+00:00,75.41,-1.0,-1.0301,stop_loss
USD/CHF,2020-03-03T13:00:00+00:00,77.53,1.5,1.4524,take_profit
USD/JPY,2020-03-03T13:00:00+00:00,77.17,1.5,1.4909,take_profit
USD/CHF,2020-03-03T15:15:00+00:00,75.76,-1.0,-1.0216,stop_loss
GBP/USD,2020-03-04T11:00:00+00:00,78.93,-1.0,-1.0117,stop_loss
GBP/USD,2020-03-04T12:45:00+00:00,75.65,-1.0,-1.0342,stop_loss
USD/JPY,2020-03-04T17:15:00+00:00,77.21,-1.0,-1.0149,stop_loss
EUR/USD,2020-03-05T10:00:00+00:00,80.99,0.4955,0.4885,time_exit
USD/JPY,2020-03-05T11:45:00+00:00,78.05,1.3518,1.3461,time_exit
